LATITUDE,LONGITUDE,TIMESTAMP
33.564,36.371,1552576726
33.564,36.371,1552576726
34.822,36.697,1552576726
33.539,36.365,1552576726
36.206,37.152,1552576726
36.083,37.369,1552576726
34.822,36.697,1552576726
33.564,36.371,1552576726
33.564,36.371,1552576726
35.618,36.783,1552576726
35.628,36.458,1552576726
33.55,36.4,1552576726
33.545,36.386,1552576726
35.657,36.44,1552576726
35.829,37.353,1552576726
36.138,36.828,1552576726
33.539,36.365,1552576726
36.083,37.369,1552576726
33.571,36.405,1552576726
33.564,36.371,1552576726
33.564,36.371,1552576726
33.55,36.4,1552576726
35.814,36.61,1552576727
35.857,36.904,1552576727
35.702,36.458,1552576727
33.539,36.365,1552576727
33.515,36.466,1552576727
33.545,36.386,1552576727
33.516,36.49,1552576727
35.018,36.896,1552576727
33.55,36.4,1552576727
35.648,36.677,1552576727
36.323,37.059,1552576727
33.564,36.371,1552576727
33.511,36.443,1552576730
33.564,36.371,1552576730
35.808,37.254,1552576730
33.571,36.405,1552576730
35.018,36.896,1552576730
33.528,36.352,1552576730
33.513,36.372,1552576731
36.106,37.151,1552576731
35.861,36.806,1552576731
35.666,36.726,1552576731
35.894,37.314,1552576732
34.801,36.712,1552576732
36.282,37.242,1552576732
35.554,37.326,1552576732
35.764,37.382,1552576732
36.206,37.152,1552576732
33.528,36.384,1552576732
33.564,36.371,1552576732
34.823,36.676,1552576732
35.929,36.635,1552576732
33.511,36.486,1552576732
35.721,37.325,1552576732
34.875,36.524,1552576733
33.577,36.448,1552576733
33.511,36.486,1552576733
34.898,36.681,1552576733
33.539,36.365,1552576737
33.513,36.35,1552576737
33.522,36.458,1552576737
33.564,36.371,1552576737
33.564,36.371,1552576737
35.929,36.635,1552576737
34.876,36.466,1552576738
34.924,36.841,1552576738
34.956,36.9,1552576738
33.314,35.879,1552576738
35.871,36.214,1552576738
33.513,36.35,1552576738
33.513,36.35,1552576738
33.588,36.162,1552576739
34.948,36.917,1552576739
32.633,36.162,1552576739
33.511,36.443,1552576739
35.018,36.896,1552576739
34.862,36.812,1552576739
34.984,36.916,1552576739
34.822,36.697,1552576739
33.747,36.706,1552576739
32.992,35.691,1552576740
33.539,36.365,1552576740
36.212,36.77,1552576740
34.894,36.496,1552576740
33.513,36.372,1552576741
34.843,36.727,1552576741
34.956,36.977,1552576742
33.527,36.42,1552576742
35.599,37.099,1552576742
34.822,36.697,1552576742
34.862,36.812,1552576742
34.957,36.958,1552576742
34.875,36.524,1552576743
35.993,36.31,1552576743
33.513,36.35,1552576743
33.023,36.027,1552576743
34.924,36.841,1552576743
34.894,36.496,1552576743
36.014,36.673,1552576743
33.564,36.371,1552576744
33.511,36.443,1552576744
34.956,36.977,1552576744
33.571,36.405,1552576744
33.564,36.371,1552576744
34.877,36.468,1552576744
34.913,36.493,1552576744
34.957,36.958,1552576745
34.958,36.848,1552576745
33.528,36.352,1552576745
35.929,36.635,1552576745
33.527,36.42,1552576745
34.948,36.917,1552576746
32.992,35.691,1552576746
35.018,36.896,1552576746
34.957,36.958,1552576746
33.539,36.365,1552576746
34.862,36.812,1552576746
34.843,36.727,1552576746
35.737,37.047,1552576746
36.06,36.87,1552576747
35.812,36.197,1552576747
32.992,35.691,1552576747
34.862,36.706,1552576747
34.957,36.958,1552576747
36.116,36.515,1552576747
35.46,36.746,1552576748
36.139,36.454,1552576748
36.014,36.673,1552576748
36.056,36.904,1552576748
36.084,36.503,1552576749
36.06,36.87,1552576749
33.511,36.486,1552576749
33.511,36.443,1552576749
33.516,36.49,1552576749
35.737,37.047,1552576749
33.511,36.443,1552576749
36.31,36.688,1552576749
33.528,36.352,1552576749
35.525,36.663,1552576749
35.904,36.724,1552576749
34.862,36.706,1552576749
32.611,36.118,1552576750
35.929,36.635,1552576750
36.07,36.979,1552576750
33.539,36.365,1552576750
36.37,37.515,1552576750
36.084,36.503,1552576750
33.528,36.384,1552576750
33.547,36.46,1552576750
35.892,36.988,1552576750
35.406,36.822,1552576751
33.231,36.202,1552576751
35.814,36.321,1552576751
33.55,36.4,1552576751
32.611,36.118,1552576751
35.812,36.197,1552576751
35.864,37.116,1552576751
34.822,36.697,1552576751
34.801,36.712,1552576751
33.538,36.4,1552576752
33.558,36.441,1552576752
35.814,36.321,1552576752
32.991,36.06,1552576752
35.814,36.321,1552576752
33.511,36.486,1552576753
33.513,36.372,1552576753
33.527,36.42,1552576753
33.547,36.46,1552576753
35.784,36.469,1552576753
33.528,36.384,1552576753
33.538,36.4,1552576753
33.571,36.405,1552576753
33.513,36.35,1552576753
33.527,36.42,1552576753
35.929,36.635,1552576753
33.55,36.4,1552576753
33.522,36.458,1552576753
33.558,36.441,1552576753
34.801,36.712,1552576754
36.17,37.04,1552576754
33.527,36.42,1552576754
34.957,36.958,1552576754
35.737,37.047,1552576754
34.948,36.917,1552576754
34.822,36.697,1552576754
33.522,36.458,1552576754
35.018,36.896,1552576754
36.202,36.994,1552576754
33.511,36.443,1552576754
35.807,36.497,1552576754
35.904,36.724,1552576754
35.444,36.569,1552576755
35.929,36.635,1552576755
35.018,36.896,1552576755
34.822,36.697,1552576755
34.948,36.917,1552576755
33.571,36.405,1552576755
35.332,37.351,1552576755
34.87,36.78,1552576755
35.348,36.918,1552576755
33.547,36.46,1552576755
33.511,36.443,1552576755
35.419,37.457,1552576755
33.511,36.486,1552576756
32.992,35.691,1552576756
34.924,36.731,1552576756
36.154,36.894,1552576756
35.778,36.224,1552576756
33.545,36.386,1552576756
33.511,36.486,1552576756
33.513,36.372,1552576756
36.285,36.851,1552576756
33.513,36.372,1552576757
33.511,36.486,1552576757
34.87,36.78,1552576757
34.924,36.731,1552576757
34.822,36.697,1552576757
33.539,36.365,1552576757
34.957,36.958,1552576757
33.511,36.486,1552576757
33.511,36.443,1552576757
35.274,37.281,1552576758
33.516,36.49,1552576758
33.511,36.443,1552576758
33.547,36.46,1552576758
33.517,36.277,1552576758
33.547,36.46,1552576758
33.511,36.486,1552576758
34.924,36.731,1552576758
34.822,36.697,1552576758
33.516,36.49,1552576758
33.511,36.443,1552576759
34.878,36.753,1552576759
33.547,36.46,1552576759
35.018,36.896,1552576759
34.924,36.731,1552576851
34.843,36.727,1552576851
33.516,36.49,1552576851
35.812,36.197,1552576851
33.545,36.386,1552576852
33.511,36.443,1552576852
33.231,36.202,1552576852
33.547,36.46,1552576852
34.957,36.958,1552576852
33.511,36.443,1552576852
34.658,36.15,1552576853
33.513,36.372,1552576853
35.909,37.373,1552576853
34.875,36.524,1552576854
35.444,36.65,1552576854
34.948,36.917,1552576854
34.87,36.78,1552576854
34.957,36.958,1552576854
34.956,36.977,1552576854
34.924,36.731,1552576854
33.564,36.371,1552576854
36.323,37.059,1552576855
33.516,36.49,1552576855
35.444,36.65,1552576855
33.55,36.4,1552576855
36.292,37.044,1552576855
35.406,36.822,1552576855
34.822,36.697,1552576855
34.924,36.731,1552576855
34.984,36.916,1552576855
33.517,36.277,1552576855
34.878,36.753,1552576855
34.894,36.496,1552576855
34.913,36.493,1552576855
33.571,36.405,1552576855
33.517,36.277,1552576855
34.883,36.575,1552576855
34.876,36.466,1552576855
36.143,36.524,1552576855
35.719,36.542,1552576856
32.758,36.366,1552576856
34.894,36.496,1552576856
35.374,36.689,1552576856
35.444,36.65,1552576856
33.528,36.384,1552576856
33.515,36.466,1552576856
33.516,36.49,1552576856
32.991,36.06,1552576856
34.804,36.639,1552576856
34.901,36.622,1552576856
35.996,37.303,1552576857
33.507,36.421,1552576857
33.522,36.458,1552576857
33.522,36.458,1552576857
36.483,37.196,1552576857
34.876,36.466,1552576857
33.511,36.443,1552576857
34.924,36.841,1552576857
34.822,36.697,1552576857
33.527,36.42,1552576857
34.875,36.524,1552576857
34.878,36.753,1552576857
34.822,36.697,1552576857
33.516,36.49,1552576857
35.406,36.822,1552576858
33.231,36.202,1552576858
35.374,36.689,1552576858
33.511,36.486,1552576858
33.522,36.458,1552576858
33.559,36.326,1552576858
36.183,37.255,1552576858
33.528,36.384,1552576858
33.511,36.443,1552576858
35.904,36.724,1552576859
33.511,36.486,1552576859
36.292,37.044,1552576859
34.924,36.841,1552576859
34.823,36.676,1552576859
35.444,36.65,1552576859
35.429,36.771,1552576859
33.571,36.405,1552576859
34.843,36.727,1552576859
33.527,36.42,1552576859
36.212,36.77,1552576860
35.812,36.197,1552576860
33.527,36.42,1552576860
33.517,36.277,1552576860
36.213,36.732,1552576860
33.516,36.49,1552576860
36.212,36.77,1552576860
35.406,36.822,1552576860
34.936,36.459,1552576860
32.551,36.187,1552576860
35.812,36.197,1552576860
35.657,36.44,1552576861
33.547,36.46,1552576861
33.516,36.49,1552576861
35.445,36.351,1552576861
34.87,36.78,1552576861
34.913,36.493,1552576861
34.862,36.706,1552576861
34.913,36.493,1552576861
34.875,36.524,1552576861
33.518,36.384,1552576861
33.511,36.486,1552576861
33.528,36.384,1552576861
33.516,36.49,1552576861
35.444,36.65,1552576861
34.895,36.679,1552576862
33.547,36.46,1552576862
34.862,36.706,1552576862
33.522,36.458,1552576862
34.843,36.727,1552576862
33.527,36.42,1552576862
34.913,36.493,1552576863
34.875,36.524,1552576863
33.527,36.42,1552576863
33.511,36.443,1552576863
36.212,36.77,1552576866
33.547,36.46,1552576867
33.511,36.486,1552576867
33.522,36.458,1552576867
33.513,36.35,1552576867
33.511,36.486,1552576867
33.527,36.42,1552576868
32.751,36.304,1552576868
33.522,36.458,1552576869
33.547,36.46,1552576870
33.511,36.486,1552576870
35.635,36.633,1552576874
35.648,36.677,1552576874
33.522,36.458,1552576874
35.018,36.896,1552576874
33.511,36.486,1552576875
33.547,36.46,1552576875
34.87,36.78,1552576875
34.862,36.706,1552576875
33.511,36.443,1552576875
35.406,36.822,1552576875
33.522,36.458,1552576875
33.747,36.706,1552576875
34.875,36.524,1552576876
36.483,37.196,1552576876
35.812,36.197,1552576876
33.55,36.4,1552576876
35.814,36.261,1552576876
33.547,36.46,1552576876
33.509,36.47,1552576876
33.511,36.443,1552576876
33.511,36.486,1552576876
33.516,36.49,1552576876
35.591,37.006,1552576877
33.528,36.529,1552576877
33.513,36.372,1552576877
33.516,36.49,1552576877
34.87,36.78,1552576877
33.522,36.458,1552576877
34.862,36.706,1552576877
35.814,36.321,1552576877
33.511,36.486,1552576877
33.513,36.372,1552576878
34.87,36.78,1552576878
34.984,36.916,1552576878
33.507,36.421,1552576878
33.528,36.529,1552576878
33.516,36.49,1552576878
34.901,36.622,1552576878
34.875,36.524,1552576878
34.801,36.712,1552576879
33.511,36.486,1552576879
34.87,36.78,1552576879
34.822,36.697,1552576879
35.812,36.197,1552576879
34.957,36.958,1552576879
32.992,35.691,1552576879
34.859,36.811,1552576879
35.812,36.197,1552576879
33.511,36.486,1552576879
34.938,36.945,1552576879
34.804,36.639,1552576880
33.516,36.49,1552576880
33.513,36.372,1552576880
34.948,36.917,1552576880
34.966,36.939,1552576880
32.988,36.326,1552576880
33.528,36.529,1552576880
35.973,37.297,1552576880
34.822,36.697,1552576880
32.992,35.691,1552576880
34.8,36.626,1552576880
33.047,36.304,1552576881
33.515,36.466,1552576881
33.516,36.49,1552576881
32.972,36.365,1552576881
34.913,36.493,1552576881
34.875,36.524,1552576881
34.877,36.468,1552576881
34.948,36.917,1552576881
33.528,36.529,1552576881
32.624,36.105,1552576881
34.822,36.697,1552576881
34.804,36.639,1552576881
32.568,36.315,1552576881
36.056,37.053,1552576881
33.511,36.486,1552576881
32.633,36.162,1552576882
34.957,36.958,1552576882
34.958,36.848,1552576882
33.513,36.372,1552576882
35.812,36.197,1552576882
33.511,36.486,1552576882
34.894,36.496,1552576882
34.913,36.493,1552576882
33.516,36.49,1552576883
36.285,36.851,1552576883
35.812,36.197,1552576883
34.938,36.945,1552576883
35.861,36.234,1552576883
32.736,36.067,1552576883
34.843,36.727,1552576883
34.877,36.468,1552576883
35.812,36.197,1552576883
32.669,36.06,1552576885
35.648,36.677,1552576885
34.822,36.697,1552576885
34.957,36.958,1552576885
32.629,36.224,1552576885
33.558,36.441,1552576885
34.862,36.706,1552576885
34.957,36.958,1552576885
33.747,36.706,1552576885
32.792,36.151,1552576886
34.938,36.945,1552576886
34.843,36.727,1552576886
34.894,36.496,1552576886
33.513,36.35,1552576886
33.547,36.46,1552576886
36.098,36.914,1552576886
34.801,36.712,1552576886
34.878,36.753,1552576886
33.019,36.127,1552576886
36.292,37.044,1552576886
34.868,36.732,1552576887
34.843,36.727,1552576887
33.528,36.529,1552576887
33.511,36.443,1552576887
34.938,36.945,1552576887
35.615,36.56,1552576887
33.528,36.529,1552576887
34.843,36.727,1552576888
33.528,36.529,1552576888
33.511,36.443,1552576888
32.629,36.224,1552576888
33.511,36.486,1552576888
35.791,36.214,1552576888
34.894,36.496,1552576888
33.516,36.49,1552576888
32.624,36.105,1552576888
34.957,36.958,1552576888
32.624,36.105,1552576888
33.522,36.458,1552576888
32.707,36.027,1552576888
34.894,36.496,1552576888
33.513,36.35,1552576888
32.624,36.105,1552576888
33.511,36.443,1552576888
34.958,36.848,1552576888
33.522,36.458,1552576889
33.517,36.277,1552576889
33.522,36.458,1552576889
34.859,36.811,1552576889
35.406,36.822,1552576889
35.812,36.197,1552576889
32.839,36.34,1552576889
32.611,36.118,1552576889
33.522,36.458,1552576889
34.938,36.945,1552576890
33.528,36.529,1552576890
32.611,36.118,1552576890
34.958,36.848,1552576890
36.152,36.474,1552576890
33.511,36.443,1552576891
33.528,36.529,1552576891
33.511,36.443,1552576891
32.624,36.105,1552576891
32.611,36.118,1552576891
34.822,36.697,1552576891
32.611,36.118,1552576891
33.511,36.443,1552576891
34.949,36.888,1552576891
33.511,36.486,1552576891
33.528,36.529,1552576892
34.877,36.468,1552576892
34.913,36.493,1552576892
33.747,36.706,1552576892
34.957,36.958,1552576892
36.585,37.043,1552576892
33.528,36.529,1552576892
34.843,36.727,1552576893
34.822,36.697,1552576893
35.904,36.724,1552576893
36.139,36.454,1552576893
32.707,36.027,1552576893
35.886,37.181,1552576893
33.528,36.529,1552576893
33.516,36.49,1552576893
35.812,36.197,1552576894
36.099,37.934,1552576894
35.9,37.439,1552576894
32.868,36.254,1552576894
33.507,36.421,1552576894
34.862,36.706,1552576895
33.516,36.49,1552576895
34.822,36.697,1552576895
36.084,36.503,1552576895
35.362,36.394,1552576895
33.528,36.529,1552576895
34.822,36.697,1552576895
33.516,36.49,1552576895
33.528,36.529,1552576895
35.812,36.197,1552576895
34.685,37.048,1552576895
35.812,36.197,1552576895
