X,Y
36.794874,36.74634
36.912421,36.755138
36.828877,36.733969
36.846184,36.69364
36.771902,36.68495
36.844318,36.662449
36.782773,36.773024
36.834377,36.686656
36.839372,36.716554
36.87367,36.685469
36.806778,36.694192
36.780396,36.702701
36.803246,36.785448
36.835568,36.786385
36.783877,36.790231
36.845303,36.744557
36.889071,36.733497
36.784258,36.695954
36.821162,36.71764
36.856109,36.694992
36.740273,36.754304
36.800224,36.71059
36.858195,36.735095
36.847787,36.719551
36.841616,36.773013
36.789733,36.686444
36.775523,36.736634
36.868352,36.680065
36.765281,36.724918
36.787364,36.742067
36.871431,36.743163
36.910597,36.750149
36.787504,36.777506
36.763546,36.431499
36.639718,36.376542
36.713316,36.451901
36.745457,36.399148
36.741218,36.437599
36.770047,36.357144
36.745385,36.475595
36.689563,36.392488
36.606621,36.36782
36.711932,36.429095
36.761754,36.472883
36.771669,36.41732
36.699755,36.342389
36.734461,36.471991
36.722157,36.365517
36.663053,36.375652
36.664883,36.339706
36.70773,36.480833
36.63472,36.399226
36.694587,36.418609
36.641227,36.350866
36.759943,36.480489
36.732657,36.460964
36.765021,36.500339
36.603919,36.421577
36.693584,36.45517
36.675934,36.470447
36.770773,36.399595
36.673392,36.43962
36.778616,36.477345
36.66183,36.427593
36.721556,36.398836
36.655623,36.499755
36.595009,36.420437
36.671902,36.457256
36.639123,36.341565
36.681836,36.347197
36.778899,36.383086
36.71882,36.385784
36.740602,36.386379
36.665505,36.398592
36.716373,36.418083
36.740185,36.41819
36.601585,36.435708
36.653081,36.484728
36.749813,36.663305
36.70999,36.740357
36.700737,36.629015
36.709621,36.788896
36.719056,36.789107
36.683917,36.678083
36.668364,36.635405
36.636528,36.597897
36.672116,36.748754
36.727498,36.787523
36.643343,36.619139
36.625127,36.60477
36.734357,36.697954
36.688332,36.708668
36.623897,36.627668
36.713531,36.633589
36.71647,36.648325
36.729137,36.714745
36.683982,36.750296
36.697175,36.784188
36.718559,36.709882
36.750133,36.684538
36.670889,36.701561
36.689861,36.620827
36.731539,36.6477
36.775881,36.65747
36.708128,36.704799
36.72466,36.670268
36.697976,36.715145
36.660216,36.766645
36.724115,36.817914
36.654687,36.65594
36.742322,36.811603
36.740902,36.703075
36.664519,36.676969
36.651131,36.64388
36.679786,36.610169
36.678904,36.648982
36.678156,36.821372
36.694303,36.690054
36.717462,36.810703
36.65582,36.690645
36.703584,36.679873
36.717724,36.660556
36.666174,36.716344
36.6315,36.630723
36.614932,36.63619
36.606511,36.625561
36.607922,36.643051
36.642437,36.666864
36.673583,36.731444
36.653801,36.74036
36.629246,36.747767
36.939663,36.647064
36.995046,36.714654
37.029497,36.730563
36.923347,36.658411
36.9416,36.621308
36.894931,36.554592
36.942706,36.725647
36.922616,36.679729
36.885332,36.603605
36.87212,36.660371
36.972765,36.694708
36.880468,36.620309
36.882007,36.642266
36.910096,36.706494
36.981533,36.610993
36.911255,36.725783
36.901309,36.674032
36.956188,36.658722
37.014838,36.662741
36.919482,36.652046
36.88562,36.580778
36.877988,36.54903
36.930648,36.595739
36.883084,36.570283
36.928646,36.734014
36.949674,36.584073
36.908661,36.625936
36.929945,36.578595
37.017854,36.632044
36.859188,36.590325
36.953594,36.762981
36.963116,36.587216
36.948148,36.624093
36.993715,36.678069
36.942268,36.69227
36.986826,36.755877
36.599199,36.501639
36.613288,36.557193
36.570645,36.522808
36.606684,36.462173
36.606676,36.469064
36.62264,36.530672
36.655641,36.527894
36.602114,36.554449
36.658661,36.534515
36.618357,36.542301
36.636079,36.577203
36.642636,36.550608
36.615524,36.564301
36.632441,36.566176
36.642427,36.578735
36.702038,36.549478
36.755071,36.629938
36.67543,36.528516
36.679218,36.540095
36.832015,36.63798
36.71123,36.531638
36.67138,36.518705
36.765879,36.543521
36.715722,36.537453
36.837714,36.620517
36.731275,36.627443
36.665478,36.548702
36.761643,36.626711
36.708925,36.574721
36.814003,36.609829
36.81931,36.630935
36.783146,36.551764
36.736791,36.563264
36.678534,36.502107
36.741636,36.614022
36.704232,36.51471
36.699442,36.565426
36.838092,36.609925
36.72849,36.562487
36.685897,36.546138
36.677129,36.549213
36.6787,36.56163
36.825586,36.567601
36.67544,36.589768
36.683758,36.594097
36.679637,36.596885
37.016765,36.574027
37.1241,36.643564
37.115543,36.621585
37.104424,36.651288
37.145011,36.596815
37.076074,36.618987
37.150693,36.570879
36.992187,36.543807
37.04316,36.584872
37.047163,36.653171
37.129068,36.661526
37.065001,36.549084
37.088578,36.555363
37.04832,36.525401
37.016137,36.550289
37.132122,36.58216
37.087613,36.584092
37.110584,36.608169
37.030584,36.621935
37.116102,36.537162
37.084324,36.632024
37.019246,36.604091
37.323609,36.656935
37.315998,36.575375
37.313873,36.530823
37.363955,36.556618
37.38472,36.497666
37.335908,36.509566
37.34865,36.479625
37.428426,36.521871
37.35512,36.433109
37.338048,36.544771
37.365409,36.448884
37.39969,36.557074
37.331813,36.5955
37.302986,36.43625
37.328163,36.382069
37.288389,36.634095
37.343683,36.614745
37.300856,36.655152
37.404322,36.580266
37.391271,36.580138
37.246379,36.434623
37.267985,36.538648
37.309489,36.427786
37.343532,36.494845
37.29651,36.606875
37.436353,36.501146
37.376082,36.618438
37.379863,36.555579
37.356427,36.602289
37.320981,36.541746
37.343684,36.4456
37.293432,36.465776
37.297082,36.520567
37.416592,36.541112
37.34412,36.583784
37.363853,36.526143
37.281172,36.652247
37.349048,36.634581
37.304775,36.485195
37.371571,36.484532
37.407002,36.501911
37.276279,36.521098
37.298225,36.404597
37.314529,36.418505
37.248561,36.444041
37.277569,36.462149
37.26194,36.501832
37.319033,36.621147
37.360764,36.639637
37.340863,36.410906
37.323985,36.454071
37.339121,36.464443
37.304928,36.613575
37.390143,36.637844
37.328598,36.6402
37.341641,36.644968
37.14205,36.355413
37.033431,36.493267
37.003501,36.49649
37.027769,36.446721
37.094091,36.47259
37.010222,36.509149
37.145304,36.400242
37.14557,36.479156
37.015696,36.487543
37.073622,36.421698
37.11374,36.397687
37.113593,36.427462
37.025899,36.503638
37.036018,36.505147
37.08434,36.51029
37.07808,36.524446
37.246572,36.483657
37.261393,36.417123
37.166917,36.430643
37.198629,36.526091
37.230489,36.439362
37.245583,36.395139
37.290578,36.415982
37.248259,36.503428
37.236778,36.416692
37.177297,36.374919
37.273028,36.37879
37.245455,36.347881
37.211828,36.410937
37.255289,36.458154
37.196486,36.482688
37.217822,36.378539
37.229177,36.445312
37.169687,36.517437
37.22942,36.380548
37.274021,36.400051
37.294723,36.423192
37.279217,36.365295
37.270453,36.392504
36.953978,36.339638
37.012219,36.359815
37.102441,36.365663
36.940171,36.366912
37.049422,36.341511
36.978674,36.310109
37.093537,36.34715
37.045079,36.413229
37.074566,36.38035
36.946058,36.396992
36.996481,36.375138
37.024415,36.386345
36.921449,36.304148
36.940173,36.311852
37.235421,36.646396
37.180586,36.649837
37.274105,36.564357
37.292528,36.582175
37.212759,36.6589
37.266067,36.618036
37.213004,36.633216
37.213933,36.566643
37.268745,36.589097
37.231137,36.580011
37.250261,36.563356
37.233529,36.591686
37.189276,36.594993
37.255962,36.602839
37.147312,36.628338
37.16238,36.567579
37.166978,36.634365
37.233781,36.62547
37.241079,36.661511
37.237478,36.646766
37.184328,36.631088
37.17268,36.603495
37.219282,36.603765
37.160238,36.615506
37.261467,36.635428
37.268668,36.659899
38.061682,36.532465
38.074506,36.619305
37.998212,36.561207
37.766389,36.494523
37.802639,36.548084
37.80596,36.574253
37.787245,36.522914
37.789706,36.619826
37.763069,36.465917
37.847961,36.64962
38.180279,36.551283
38.207429,36.538638
37.864807,36.436567
37.779419,36.464051
37.762723,36.576913
37.995148,36.580055
37.745503,36.432429
38.108955,36.604272
37.852778,36.384873
37.790527,36.329625
37.884947,36.273188
37.776064,36.363124
37.928968,36.455753
37.880524,36.467896
37.787647,36.416952
38.183986,36.588616
37.881543,36.50257
38.223148,36.560673
37.779343,36.570304
37.77692,36.399958
38.037996,36.62941
37.825077,36.296587
37.94079,36.470269
37.876353,36.605693
37.988614,36.609115
37.832562,36.594233
38.024989,36.536205
37.850909,36.56474
37.963741,36.49048
37.809724,36.273785
38.17761,36.57253
37.906877,36.610709
38.154238,36.59525
37.935822,36.633496
37.833938,36.608715
37.809028,36.516473
38.020019,36.51053
37.830646,36.559815
37.775534,36.550564
38.132625,36.646815
37.87741,36.340146
37.945095,36.447039
37.768212,36.61851
37.793527,36.347343
37.988307,36.566152
37.794764,36.601161
38.134771,36.566724
37.920089,36.332444
37.868434,36.417463
37.833299,36.46429
37.840677,36.524134
37.810909,36.323454
37.750946,36.554841
37.968489,36.545657
38.01015,36.486618
37.812361,36.410025
38.14352,36.624678
38.177294,36.533362
37.878231,36.566003
37.790963,36.269128
37.868609,36.294015
38.079784,36.58982
37.76626,36.284695
37.771212,36.600167
37.857387,36.490343
37.850245,36.54419
37.8051,36.297958
38.113498,36.567703
38.040671,36.591443
37.90018,36.410195
38.189572,36.521984
38.241084,36.54124
37.834755,36.359232
38.123568,36.617923
37.863127,36.263942
37.81432,36.367824
38.22676,36.528489
38.068059,36.655355
37.945135,36.598393
38.007634,36.573664
38.208391,36.577817
37.750365,36.265082
37.951039,36.525785
38.08984,36.54331
37.909542,36.487092
37.912252,36.360274
37.855569,36.455204
38.032976,36.615198
37.903566,36.559717
37.757668,36.531733
37.859059,36.600238
37.893054,36.387946
38.257796,36.552369
37.831287,36.376373
37.941346,36.431135
37.8659,36.519149
37.879235,36.53092
37.894003,36.438831
37.972392,36.466618
37.897662,36.464787
38.163645,36.60811
37.772769,36.434664
37.784282,36.380941
37.866021,36.355448
37.748975,36.51562
37.971515,36.482187
38.021733,36.589654
37.838563,36.412223
37.925237,36.59009
37.862559,36.406163
37.758817,36.421732
37.899355,36.516741
38.129296,36.513653
37.91718,36.503099
37.755559,36.257481
38.044448,36.50417
38.06006,36.568253
37.731589,36.293231
37.987546,36.495718
38.002683,36.515862
37.936133,36.532999
38.004696,36.540252
37.976177,36.38762
38.086676,36.451873
38.09416,36.435111
38.077774,36.421564
38.181752,36.428676
38.178412,36.469067
38.038271,36.407372
38.004187,36.382746
38.009315,36.400117
38.223826,36.49582
38.073014,36.4731
38.056056,36.351737
38.076273,36.345602
38.155295,36.438747
38.051527,36.38285
38.036545,36.477787
37.933351,36.414064
38.239964,36.462212
38.052391,36.409427
38.040776,36.36998
38.206617,36.475798
38.004381,36.473826
38.145931,36.434028
38.039653,36.448705
38.159864,36.337995
38.169008,36.366648
37.943115,36.390758
38.082543,36.364429
38.130814,36.443187
38.119982,36.438434
38.124283,36.428188
38.10066,36.486542
38.14919,36.409236
38.053262,36.496362
38.135105,36.495875
37.961828,36.429716
38.124248,36.376579
38.159362,36.465416
38.145675,36.390008
38.043435,36.439541
38.160491,36.388558
38.083085,36.40433
38.136551,36.385799
38.098481,36.280405
37.889232,36.136664
38.141605,36.276108
37.945598,36.197568
37.839129,36.014375
38.124178,36.301116
38.043346,36.208452
37.915708,36.229353
38.070121,36.207203
37.966021,36.213693
37.898489,35.850803
37.937076,36.348687
37.898305,36.214878
37.931539,35.949388
38.023056,36.198264
37.993402,36.208523
38.146336,36.304699
37.9523,36.315488
37.809787,36.180515
37.913572,36.141304
37.94884,36.27418
37.879884,36.103027
38.08242,36.325265
37.768968,36.18766
37.918326,36.084087
38.063192,36.215788
37.881666,36.15738
38.162078,36.311843
37.722164,36.120976
37.830242,36.124754
38.091078,36.306027
37.821113,36.159202
37.950781,36.104918
37.802262,36.135084
37.915579,36.119024
38.006078,36.181084
38.107145,36.286537
38.081318,36.283084
38.090669,36.259646
37.762564,36.12959
38.018746,36.261686
37.893636,36.076574
37.946121,36.249852
37.972481,36.301369
37.888652,36.245332
37.96321,36.319159
37.985305,36.270611
37.765258,36.103683
37.865692,35.967397
38.048612,36.29865
38.029199,36.177835
38.173961,36.27345
38.054587,36.203745
37.850767,36.059536
37.737637,36.13908
37.927037,36.111493
38.019595,36.230809
37.989338,36.291821
37.856182,36.121702
37.83141,36.095828
37.833166,36.142778
37.981877,36.234242
37.867072,36.179186
37.94301,36.084671
38.018373,36.177799
37.757057,36.153786
37.980716,36.188126
38.044208,36.23844
37.935792,36.069157
37.916951,36.298255
38.003412,36.255245
37.992233,35.980942
38.052579,36.226995
37.837534,36.211577
37.911483,36.168301
37.991442,36.16772
37.795819,36.155368
37.925549,36.18203
37.865111,36.227485
37.787222,36.202165
37.812971,36.213253
37.860173,36.198436
38.023511,35.878962
37.903347,35.930205
37.770052,36.091419
37.845669,36.09884
37.848415,36.107023
37.834444,36.169687
38.005743,36.252995
37.997675,36.271404
38.087755,35.774231
38.094234,35.802785
37.851441,36.045448
37.836734,36.188824
38.266285,35.48978
37.862796,35.64028
37.929137,35.912942
37.753088,35.917195
37.841411,35.939179
37.753951,35.942127
37.84297,35.9647
37.952305,35.968839
37.874756,35.975748
37.898578,35.982614
37.733707,35.989348
37.772252,35.997814
37.943271,36.005718
37.953356,36.04272
37.877273,36.065426
37.906756,36.094174
37.954379,36.173036
37.965647,36.138289
37.984119,36.076965
38.130313,35.925639
38.044397,35.900469
37.979001,36.113228
38.046188,35.878977
38.053037,35.856575
38.005607,36.137554
37.927113,35.936917
38.093709,35.931598
37.99824,36.114581
37.993427,36.140329
38.010952,36.075616
37.989993,36.020298
37.998327,36.125196
38.043306,35.96426
38.010232,36.093998
38.013871,35.917089
38.094959,35.969159
38.121848,35.905012
38.113461,35.853092
38.097002,35.911653
38.108262,35.824359
38.067705,35.884888
38.130845,35.886336
38.083288,35.866549
38.051609,35.907501
37.984498,35.990428
38.052635,35.992028
38.028799,36.028835
38.194893,36.833642
38.2341,36.783059
38.528877,36.733602
38.426633,36.866065
38.539562,36.708999
38.275502,36.750919
38.514496,36.851216
38.30051,36.768534
38.165436,36.839037
38.352078,36.889142
38.519621,36.765059
38.260959,36.908405
38.43877,36.849717
38.583006,36.791023
38.36486,36.795786
38.576313,36.770301
38.282291,36.799958
38.410525,36.848862
38.490084,36.768749
38.140673,36.890548
38.527577,36.823394
38.322868,36.774468
38.570293,36.745457
38.409461,36.7773
38.347489,36.872177
38.379211,36.825239
38.343864,36.780842
38.468104,36.811443
38.605399,36.738572
38.196473,36.895514
38.55156,36.830227
38.448165,36.814381
38.344077,36.735512
38.477075,36.726982
38.378495,36.853914
38.161148,36.857857
38.536043,36.782076
38.290762,36.871544
38.266839,36.899073
38.319977,36.825392
38.624372,36.703922
38.480993,36.822102
38.215566,36.904916
38.212747,36.878575
38.350313,36.802676
38.300441,36.891035
38.45342,36.751275
38.263064,36.824743
38.378646,36.769895
38.300416,36.875192
38.498211,36.860621
38.200202,36.857671
38.548884,36.740007
38.430642,36.883654
38.303608,36.870718
38.319023,36.847203
38.505683,36.730151
38.277094,36.886203
38.499322,36.710413
38.54406,36.726916
38.448348,36.730956
38.460902,36.733487
38.397674,36.734609
38.515854,36.736788
38.351693,36.755417
38.256401,36.763021
38.411796,36.763272
38.463405,36.777252
38.410489,36.787734
38.400635,36.801768
38.344458,36.80665
38.237916,36.813228
38.459669,36.818533
38.498594,36.821017
38.387855,36.825624
38.512081,36.846007
38.479715,36.850729
38.467166,36.862176
38.243042,36.883002
38.41673,36.886596
38.279086,36.894195
38.226173,36.899519
38.191357,36.901247
38.421845,36.714675
38.330526,36.736951
38.263123,36.748114
38.377347,36.810637
38.504639,36.833924
38.368026,36.843907
38.456322,36.873583
38.172024,36.881844
38.296346,36.881994
38.402387,36.892961
38.117367,36.830848
38.090411,36.844289
38.112075,36.754535
38.188244,36.763872
38.091555,36.857914
38.10415,36.717037
38.145435,36.770659
38.062637,36.816982
38.047337,36.785768
38.166315,36.702734
38.088056,36.793027
38.109559,36.803736
38.106953,36.780935
38.080496,36.751477
38.119533,36.674514
38.15943,36.732323
38.18626,36.717463
38.15143,36.785432
38.154385,36.811826
38.25659,36.721478
38.096435,36.729834
38.087934,36.682355
38.207698,36.720106
38.174143,36.794181
38.233068,36.746199
